angle_deg,radius_m,numerical_hoop_compression_mpa,kirsch_hoop_compression_mpa
58.28616395471036,0.116566598672492,74.0815972405794,74.7968697444885
61.71383604528964,0.11656659867249201,81.28831365054982,80.04564980857313
63.38284345078599,0.11323890758698439,91.20433558027197,85.50968471888558
66.61715654921402,0.11323890758698439,98.48066155266764,90.26976341904847
68.28616395471036,0.11656659867249201,87.22896296952347,88.93372898065185
71.71383604528963,0.11656659867249201,92.57985795906316,92.82951630561939
73.38284345078598,0.11323890758698439,105.69073884074854,98.61000103491305
76.617156549214,0.11323890758698439,110.440925586703,101.71692175140701
78.28616395471036,0.11656659867249201,96.4586949609329,98.63079797531637
81.71383604528963,0.116566598672492,99.30653784805409,100.70370311407831
83.382843450786,0.1132389075869844,114.27958978522848,106.15466949539227
86.61715654921402,0.11323890758698439,115.9294954167956,107.23369173654194
88.28616395471036,0.11656659867249201,100.65390738647521,102.7184670942292
91.71383604528964,0.11656659867249201,100.65390738647359,102.7184670942292
93.38284345078598,0.11323890758698442,115.92949541679495,107.2336917365419
96.617156549214,0.11323890758698439,114.27958978516126,106.15466949539231
98.28616395471036,0.116566598672492,99.30653784804082,100.70370311407831
101.71383604528964,0.116566598672492,96.45869496092394,98.63079797531641
103.382843450786,0.11323890758698439,110.44092558669327,101.71692175140701
106.617156549214,0.11323890758698439,105.69073884076853,98.61000103491307
108.28616395471037,0.11656659867249201,92.57985795907335,92.82951630561939
111.71383604528963,0.116566598672492,87.22896296948116,88.93372898065188
113.38284345078598,0.11323890758698439,98.48066155264857,90.26976341904849
116.617156549214,0.11323890758698439,91.20433558026623,85.50968471888561
118.28616395471035,0.11656659867249201,81.2883136504413,80.04564980857316
121.71383604528964,0.116566598672492,74.08159724048367,74.7968697444885
123.382843450786,0.11323890758698439,81.49872966278552,74.27291297641288
126.61715654921402,0.11323890758698438,72.57494966868472,68.43381203510037
128.2861639547104,0.11656659867249201,66.79746086711755,63.89402659225883
131.71383604528964,0.116566598672492,58.60551466992779,57.925334128529386
133.382843450786,0.11323890758698439,61.54952073194737,55.655826675250516
136.617156549214,0.11323890758698439,52.054933417960605,49.441985242262575
138.28616395471036,0.11656659867249201,50.85731304823053,46.322770789135404
141.71383604528964,0.116566598672492,42.66844930368135,40.35407832540594
143.382843450786,0.11323890758698439,41.04104294209479,36.66399988241269
146.617156549214,0.11323890758698439,32.12036911984332,30.824898941100226
148.28616395471036,0.11656659867249201,35.39032949504201,29.45123517317632
151.71383604528964,0.11656659867249201,28.191402170359837,24.202455109091716
153.382843450786,0.11323890758698439,22.443960822436203,19.588127198627486
156.617156549214,0.11323890758698439,15.172363384315338,14.828048498464598
158.28616395471036,0.11656659867249201,22.259938116799965,15.314375937012978
161.71383604528964,0.11656659867249201,16.9178677362053,11.418588612045422
163.382843450786,0.11323890758698439,7.995448994829116,6.487810882600002
166.61715654921403,0.11323890758698438,3.2493843726938962,3.380890166106008
168.2861639547104,0.116566598672492,13.047068891137435,5.617306942348376
171.71383604528964,0.116566598672492,10.204964814926475,3.544401803586483
173.382843450786,0.1132389075869844,-0.5676605905764368,-1.0568575778792426
176.61715654921403,0.11323890758698439,-2.2159486768752776,-2.1358798190288617
178.2861639547104,0.11656659867249201,8.860758529997241,1.5296378234355972
