,value
python_peak_ucs_mpa,44.221830466959595
irazu_peak_ucs_mpa,42.77453745
peak_error_percent,3.3835386733319273
curve_rmse_mpa,1.1951286740846405
apparent_prepeak_modulus_gpa,30.468627022032926
median_prepeak_kinetic_internal_ratio,0.0003237200170484875
