step,time_ms,axial_strain,axial_strain_percent,axial_stress_mpa,mean_platen_force_kn,top_platen_force_kn,bottom_platen_force_kn,centre_sigma_xx_mpa,centre_sigma_yy_mpa,centre_tau_xy_mpa,maximum_damage,yielded_interfaces,broken_interfaces,maximum_opening_um,maximum_slip_um,kinetic_energy_j,bulk_strain_energy_j,cohesive_stored_energy_j,contact_energy_j,fracture_dissipation_j,damping_dissipation_j,external_work_j,kinetic_to_internal_ratio,energy_residual_j
11500,0.1324159321481398,5.7622561732767314e-05,0.005762256173276732,1.8105578507012363,0.09052789253506183,0.09053272274821177,0.09052306232191187,0.004392814342907961,-1.7434949000744395,-0.0006040169203259894,0.0,0,0,4.810192864004481e-05,0.004005177601509556,5.835070470871298e-06,0.0002446258383788761,1.8794249589056615e-06,0.0,0.0,7.557168164097421e-06,0.00026522165480519737,0.02367118004647067,5.324152832446858e-06
12000,0.13817314658936328,6.421280950598243e-05,0.006421280950598243,2.01248936016032,0.10062446800801601,0.10062922775680644,0.10061970825922557,0.005306945866454018,-1.945482302166781,-0.0006726069877611526,0.0,0,0,5.4843154963739835e-05,0.004456763773019606,6.461387699433709e-06,0.00030376974563089656,2.3345319471774003e-06,0.0,0.0,8.935082864657627e-06,0.0003282196788945488,0.0211084528140437,6.71893075238349e-06
12500,0.14393036103058673,7.112520323642837e-05,0.007112520323642837,2.223804741821888,0.11119023709109441,0.11119504006709788,0.11118543411509092,0.006466867945729573,-2.157818929790256,-0.0007444934524593156,0.0,0,0,6.251745151071301e-05,0.0049298568350765555,7.082309771471462e-06,0.00037267811898804943,2.86509619197757e-06,0.0,0.0,1.0453052291572942e-05,0.0004014394633068673,0.018858840967413994,8.360886063795911e-06
13000,0.1496875754718102,7.833853884698774e-05,0.007833853884698774,2.443788388568969,0.12218941942844846,0.12219418211963673,0.12218465673726019,0.007808672536049539,-2.3797167941010215,-0.0008362886402117212,0.0,0,0,7.081504584006443e-05,0.005422360023168869,7.67798121572588e-06,0.0004520901075457976,3.4766747324533e-06,0.0,0.0,1.2107708026188998e-05,0.00048562372593072354,0.016853689764931817,1.0271254410557735e-05
13500,0.15544478991303368,8.582915273582045e-05,0.008582915273582044,2.672201546753556,0.1336100773376778,0.1336151005266653,0.13360505414869028,0.008978080116913862,-2.610146942737696,-0.0009348253309532412,0.0,0,0,7.888402069813396e-05,0.005933945506660205,8.238079446432785e-06,0.0005426677699139515,4.174184457151655e-06,0.0,0.0,1.3891883656411378e-05,0.0005814401986295247,0.015064827013697234,1.2468281155577406e-05
14000,0.16120200435425716,9.357111517322084e-05,0.009357111517322084,2.9082024639093396,0.14541012319546698,0.14541526846106265,0.1454049779298713,0.010084512725649928,-2.848176129340662,-0.0010046041822490874,0.0,0,0,8.687986878617105e-05,0.006462812308444216,8.762239716853056e-06,0.0006449709726893558,4.9620371361255025e-06,0.0,0.0,1.5797595049611606e-05,0.0006894617282968052,0.01348175824952463,1.496888370485915e-05
14500,0.16695921879548062,0.00010153644221898598,0.010153644221898598,3.1506832842892547,0.15753416421446276,0.15753911843734883,0.15752920999157669,0.011322531023072395,-3.0932441008376834,-0.0010921924474996355,0.0,0,0,9.544630503369747e-05,0.007019388315346915,9.241963518632347e-06,0.0007594393406031848,5.8438641449933405e-06,0.0,0.0,1.781601165380513e-05,0.0008101281488541069,0.012076527305565894,1.778696893349127e-05
15000,0.17271643323670408,0.00010969532442834634,0.010969532442834634,3.3986155358250336,0.1699307767912517,0.1699356618685041,0.1699258917139993,0.012752783758754023,-3.3446539511070883,-0.0011781808327116254,0.0,0,0,0.00010466560157271019,0.007590644805674405,9.663544144330096e-06,0.0008863778489485347,6.822060579701579e-06,0.0,0.0,1.993571242442313e-05,0.0009437304247522155,0.010819016035765293,2.0931258655226e-05
15500,0.17847364767792756,0.0001180163704773008,0.01180163704773008,3.6511459660718257,0.1825572983035913,0.18256246695400144,0.18255212965318113,0.014301715208878543,-3.6012543613299246,-0.0012592826490102006,0.0,0,0,0.00011428559957012553,0.008173902742901602,1.0010955722584935e-05,0.0010259407128528812,7.89761484654639e-06,0.0,0.0,2.2141769378208302e-05,0.0010903972551607234,0.009683289402572298,2.4406202360502307e-05
16000,0.18423086211915102,0.0001264668637162657,0.01264668637162657,3.9075701244209053,0.19537850622104527,0.19538337303353967,0.1953736394085509,0.015788893907705607,-3.8618652610133313,-0.0013416748624783168,0.0,0,0,0.0001238400969519783,0.00876607771730309,1.028124768556367e-05,0.001178114646006269,9.070344766503811e-06,0.0,0.0,2.4416975278337437e-05,0.0012500975520837474,0.008660190084505122,2.821433834707338e-05
16500,0.18998807656037447,0.00013501302955528697,0.013501302955528698,4.166722512268988,0.20833612561344944,0.2083407632519233,0.20833148797497558,0.01724470885416257,-4.125369641273592,-0.001434254512945795,0.0,0,0,0.00013339168305745395,0.009364713287102018,1.047513310919151e-05,0.0013427080391080362,1.033894048347732e-05,0.0,0.0,2.6744227364065905e-05,0.001422621762269801,0.007741884256194833,3.235542220503024e-05
17000,0.19574529100159793,0.00014362031149554156,0.014362031149554156,4.4274822290065705,0.22137411145032856,0.22137844244502053,0.2213697804556366,0.018666162536009244,-4.390935198418088,-0.0015191436526812655,0.0,0,0,0.0001428570000548963,0.009967945928264357,1.0588279425912053e-05,0.001519351446197121,1.1700691989209132e-05,0.0,0.0,2.9105944920883208e-05,0.0016075667114978695,0.006915688343869745,3.6820348964743945e-05
17500,0.20150250544282144,0.00015225375816423214,0.015225375816423215,4.68874676716456,0.23443733835822803,0.23444155667352207,0.23443312004293404,0.020218969041796944,-4.657518799057502,-0.001601578373531036,0.0,0,0,0.00015274849242461998,0.01057374859081997,1.0615672323328452e-05,0.0017074962788909223,1.3151317090489077e-05,0.0,0.0,3.1483485640342065e-05,0.0018043397175315891,0.0061695796095153094,4.159296358650726e-05
18000,0.2072597198840449,0.00016088957982606734,0.016088957982606733,4.951287458427313,0.24756437292136566,0.24756872611400424,0.24756001972872702,0.021905304594592164,-4.923991976117933,-0.0017043395516744035,0.0,0,0,0.00016299115835520652,0.011179496281611684,1.0583962754036541e-05,0.0019066827079954032,1.4686823679925238e-05,0.0,0.0,3.3859275437740265e-05,0.0020124687165865777,0.005508551363780557,4.6655946719472395e-05
18500,0.21301693432526836,0.00016952540148790254,0.016952540148790253,5.215035647405302,0.26075178237026514,0.26075631603574145,0.2607472487047888,0.023553919290603118,-5.189230542761177,-0.0017950483398867483,0.0,0,0,0.00017310100768311163,0.011782410386763878,1.0560615240074776e-05,0.002116859263577846,1.6306264046068596e-05,0.0,0.0,3.622794662422792e-05,0.0022319641580035537,0.004950677808785898,5.20100685153361e-05
19000,0.21877414876649184,0.0001781612231497377,0.01781612231497377,5.478911500948167,0.27394557504740835,0.27394991374569594,0.27394123634912076,0.02463112463284827,-5.45403577055177,-0.0018999840336165338,0.0,0,0,0.00018156105182113945,0.012383331663392927,1.0571145164832723e-05,0.002338016737254883,1.8010079444856393e-05,0.0,0.0,3.859515803331102e-05,0.002462854271201083,0.004486852649512923,5.7661151303199654e-05
19500,0.2245313632077153,0.00018679704481157293,0.018679704481157293,5.742008544221237,0.2871004272110619,0.28710471573530477,0.2870961386868189,0.025307102981379417,-5.719654071592564,-0.001987010382575199,0.0,0,0,0.00018897257701194127,0.012985518796574431,1.0598567758851915e-05,0.002570153910003898,1.9799112553194234e-05,0.0,0.0,4.096728330075476e-05,0.0027051248184863015,0.0040921853278975,6.36059448696027e-05
20000,0.23028857764893876,0.00019543286647340813,0.019543286647340813,6.0042184110896955,0.30021092055448473,0.3002154296871287,0.30020641142184074,0.02698504518813948,-5.986014797871186,-0.0020764512836548635,0.0,0,0,0.00019914438467463094,0.013590825973059885,1.0598900495696055e-05,0.0028132802818981364,2.167345780965374e-05,0.0,0.0,4.3343238239220217e-05,0.002958731210795679,0.003738650245766806,6.98353323529727e-05
20500,0.23604579209016224,0.00020406868813524335,0.020406868813524336,6.267366802531266,0.31336834012656334,0.313372848707108,0.3133638315460186,0.029107434102986683,-6.252182447560125,-0.002172452989574919,0.0,0,0,0.00021063037571464444,0.014196712804342693,1.0579534117673377e-05,0.0030674056314328544,2.3632409941510764e-05,0.0,0.0,4.571619096346924e-05,0.0032236780224634315,0.003422647659479923,7.634425600792352e-05
21000,0.24180300653138573,0.00021270450979707852,0.021270450979707853,6.530868049459249,0.32654340247296243,0.32654784245367857,0.3265389624922463,0.030797511237863565,-6.517382088806548,-0.0022504598004520096,0.0,0,0,0.00022084310468493658,0.014799672322542244,1.0572471926828702e-05,0.0033325165351486673,2.567539617187619e-05,0.0,0.0,4.8085939387628406e-05,0.003499997390843664,0.0031482631556056665,8.314704820866362e-05
21500,0.24756022097260916,0.00022134033145891375,0.022134033145891376,6.794256283528866,0.33971281417644333,0.3397171172882881,0.3397085110645986,0.03145446196333329,-6.782704531416923,-0.0023434116560827212,0.0,0,0,0.00022813958174628033,0.015400915893281812,1.0580256232712284e-05,0.0036085976030357883,2.7802727788383652e-05,0.0,0.0,5.0455889442148755e-05,0.003787693093266358,0.0029095411038845445,9.025661676732508e-05
22000,0.25331743541383267,0.00022997615312074903,0.022997615312074903,7.057203599450754,0.3528601799725377,0.3528643386852529,0.35285602125982246,0.03226531602013001,-7.048418736359237,-0.002424964469619105,0.0,0,0,0.00023595572384269725,0.016003390420026804,1.0590907544120877e-05,0.003895659250081042,3.0015139670082242e-05,0.0,0.0,5.2828266635600985e-05,0.004086753723542214,0.0026978568502193856,9.766015961136781e-05
22500,0.2590746498550561,0.0002386119747825842,0.02386119747825842,7.320076080885742,0.3660038040442871,0.3660081652607118,0.3659994428278624,0.03415405390346264,-7.314368462300198,-0.00252234515447979,0.0,0,0,0.0002467262048775363,0.01660825172136474,1.058736822577246e-05,0.004193724602278851,3.2312792443972094e-05,0.0,0.0,5.5201492636075964e-05,0.004397161733423105,0.00250527083338004,0.00010533547783843442
23000,0.2648318642962796,0.0002472477964444194,0.02472477964444194,7.583315027062173,0.37916575135310865,0.3791702511748103,0.379161251531407,0.036214737617239624,-7.580277168992807,-0.0026162427120316203,0.0,0,0,0.0002579989936483015,0.017213450193244984,1.0583930681031658e-05,0.004502787524343057,3.469510367049731e-05,0.0,0.0,5.757363073872602e-05,0.004718931183592896,0.0023325556368389124,0.00011329099415958391
23500,0.2705890787375031,0.0002558836181062546,0.02558836181062546,7.84641430666539,0.3923207153332695,0.3923251085511149,0.39231632211542405,0.03765069385095658,-7.845837359922923,-0.0027094765200277857,0.0,0,0,0.00026753498254605276,0.017816682529836855,1.0582167303244908e-05,0.004822821976055885,3.716155002247035e-05,0.0,0.0,5.994530039141836e-05,0.005052063793424721,0.002177408060431005,0.00012155279965170209
24000,0.27634629317872655,0.0002645194397680898,0.02645194397680898,8.109596100786915,0.4054798050393457,0.4054840469760538,0.4054755631026376,0.03834211393333155,-8.111420829804587,-0.0027889853235244177,0.0,0,0,0.0002749429670845125,0.018418499873497928,1.058073997367126e-05,0.005153826994031184,3.971235341179244e-05,0.0,0.0,6.23165325316337e-05,0.005396557611329069,0.0020372888825576445,0.00013012099138078655
24500,0.28210350761995,0.000273155261429925,0.0273155261429925,8.372713744882292,0.4186356872441146,0.41864022166995135,0.41863115281827784,0.0394785126110567,-8.376941894402572,-0.002894445051321813,0.0,0,0,0.00028360550239763617,0.019021094998450977,1.0582388443548585e-05,0.005495826623677286,4.234813267210554e-05,0.0,0.0,6.468786406959082e-05,0.005752415517009954,0.0019108079663640296,0.00013897050814742386
25000,0.28786072206117347,0.0002817910830917602,0.02817910830917602,8.63597547660238,0.4317987738301191,0.431803239986082,0.4317943076741561,0.04131971622667382,-8.642623390738153,-0.002990421718756557,0.0,0,0,0.0002942724591971935,0.019625371950569636,1.0584977598626968e-05,0.0058488300455247725,4.506899479039594e-05,0.0,0.0,6.705954513971673e-05,0.006119636027735437,0.0017959210916617518,0.00014809246468192473
25500,0.2936179365023969,0.0002904269047535954,0.02904269047535954,8.898992631243386,0.4449496315621693,0.4449540637014364,0.4449451994229021,0.043186242006559156,-8.908595325319975,-0.0030785005290675906,0.0,0,0,0.0003050153761583064,0.020230230993025,1.0590009726180326e-05,0.006212817380725423,4.787454066674702e-05,0.0,0.0,6.943230221134637e-05,0.00649822128073924,0.001691507881101017,0.00015750704740954274
26000,0.2993751509436204,0.0002990627264154306,0.02990627264154306,9.161871215868837,0.4580935607934418,0.45809794483709393,0.4580891767497898,0.04443747073751449,-9.174423611829326,-0.003169768298296594,0.0,0,0,0.0003140483062298768,0.020833620440065016,1.0584851225715233e-05,0.006587775299433973,5.0764410523559154e-05,0.0,0.0,7.180512663938356e-05,0.00688815777140679,0.0015944547578495914,0.00016722808358415973
26500,0.30513236538484384,0.0003076985480772658,0.03076985480772658,9.42510770238392,0.471255385119196,0.4712596832095236,0.4712510870288685,0.045348492685118,-9.439946352731104,-0.0032450477542559017,0.0,0,0,0.00032205269440311213,0.021435804000653952,1.0577760555838078e-05,0.006973717404555608,5.373869451214116e-05,0.0,0.0,7.417626809254449e-05,0.007289452629487065,0.0015052047863011635,0.00017724250177093403
27000,0.31088957982606735,0.000316334369739101,0.0316334369739101,9.688422284981893,0.4844211142490947,0.484425458688435,0.48441676980975434,0.046757372382305214,-9.705291628358383,-0.003339569056324372,0.0,0,0,0.0003314723179636528,0.02203847194026964,1.0578712743874889e-05,0.007370655006481712,5.67977222061493e-05,0.0,0.0,7.654669807460635e-05,0.007702116436574572,0.0014242719718720756,0.0001875382970682295
27500,0.3166467942672908,0.00032497019140093617,0.03249701914009362,9.951697054030266,0.49758485270151326,0.49758929738620283,0.49758040801682374,0.04844744542720619,-9.971082248777847,-0.0034401852071759688,0.0,0,0,0.0003417248812097605,0.02264261017038756,1.0587954270382554e-05,0.007778585103284706,5.9941686370231946e-05,0.0,0.0,7.89183033689676e-05,0.008126150630023922,0.001350758191495401,0.00019811758272963477
28000,0.3224040087085143,0.0003336060130627715,0.033360601306277146,10.214494463352839,0.510724723167642,0.5107291370560328,0.5107203092792512,0.05002641794541487,-10.237034230958155,-0.0035290033141832417,0.0,0,0,0.00035166640948779035,0.0232468807729528,1.0591995435560863e-05,0.008197496283962175,6.317044455328133e-05,0.0,0.0,8.129179455266852e-05,0.008561542049414205,0.0012822204046796565,0.00020899153091051906
28500,0.3281612231497378,0.0003422418347246066,0.03422418347246066,10.477435924286368,0.5238717962143183,0.5238761229649871,0.5238674694636496,0.05126788884573039,-10.50289505557433,-0.003619478139942198,0.0,0,0,0.00036063367033762716,0.02385032854643478,1.0582824943955917e-05,0.008627388089597184,6.6483733595014e-05,0.0,0.0,8.366455143718186e-05,0.009008281246694652,0.0012172740936580934,0.00022016204712131844
29000,0.33391843759096124,0.0003508776563864418,0.03508776563864418,10.740759716977013,0.5370379858488507,0.5370424661791804,0.5370335055185211,0.052539495666563255,-10.768330137967208,-0.0037057771121310956,0.0,0,0,0.0003696959729960415,0.024452947811894946,1.057627426079245e-05,0.00906826659012095,6.988137110155201e-05,0.0,0.0,8.603523395696781e-05,0.009466383330332966,0.0011573761232224079,0.00023162386089270286
29500,0.3396756520321847,0.000359513478048277,0.0359513478048277,11.004133597893755,0.5502066798946877,0.5502110849923233,0.5502022747970522,0.053997781888235126,-11.033768296055445,-0.003800060725433012,0.0,0,0,0.00037924515325895555,0.025055840366982416,1.0580368304667699e-05,0.009520135610004723,7.336352141965173e-05,0.0,0.0,8.840563332361582e-05,0.009935857275149168,0.0011028685320886458,0.00024337214209651029
30000,0.34543286647340815,0.00036814929971011227,0.036814929971011226,11.267222730275954,0.5633611365137976,0.5633655745684021,0.5633566984591933,0.055396815042427314,-11.2995636908833,-0.003893798578039718,0.0,0,0,0.000388692634016764,0.02565944923659314,1.0590220611863628e-05,0.009982991701668536,7.693056671494175e-05,0.0,0.0,9.077784035164888e-05,0.010416699290722559,0.0010527139603401096,0.00025540896137556807
30500,0.3511900809146316,0.00037678512137194746,0.037678512137194746,11.530020928754038,0.576501046437702,0.5765054541740207,0.5764966387013831,0.05685825977339855,-11.565504911325354,-0.003986623380047787,0.0,0,0,0.00039826546354268484,0.026263440448986656,1.058946703955692e-05,0.010456831724301686,8.058257170396413e-05,0.0,0.0,9.315128592347668e-05,0.010908892696664674,0.0010049398023166843,0.0002677376476959894
31000,0.3569472953558551,0.0003854209430337826,0.03854209430337826,11.793123681228137,0.5896561840614069,0.5896605239407389,0.589651844182075,0.05831412001210583,-11.831274002345104,-0.004078742398133536,0.0,0,0,0.000407863133977165,0.026867075553186636,1.0580724847521439e-05,0.010941657695045822,8.431916352286969e-05,0.0,0.0,9.55233910111902e-05,0.011412438829553517,0.000959617908076668,0.00028035785512611246
31500,0.3627045097970786,0.0003940567646956178,0.03940567646956178,12.056446724511941,0.6028223362255971,0.6028267309806211,0.602817941470573,0.05975440353890334,-12.096740742932571,-0.004164513411412752,0.0,0,0,0.0004173876439497023,0.02746999932208069,1.0578094799526701e-05,0.011437471087940273,8.813999598409232e-05,0.0,0.0,9.78940582979858e-05,0.011927351749166098,0.0009177903646497983,0.00029326851214422044
32000,0.36846172423830204,0.000402692586357453,0.0402692586357453,12.31972105581455,0.6159860527907276,0.6159904710797921,0.6159816345016633,0.06102517921065087,-12.36226397707896,-0.004255731595679222,0.0,0,0,0.0004264257124067166,0.028072745439908373,1.058337876075108e-05,0.01194426946742572,9.204521677877534e-05,0.0,0.0,0.0001002650784565216,0.012453634145687405,0.0008792873099803436,0.0003064710042656356
