step,time_ms,axial_strain,axial_strain_percent,axial_stress_mpa,mean_platen_force_kn,top_platen_force_kn,bottom_platen_force_kn,centre_sigma_xx_mpa,centre_sigma_yy_mpa,centre_tau_xy_mpa,maximum_damage,yielded_interfaces,broken_interfaces,maximum_opening_um,maximum_slip_um,kinetic_energy_j,bulk_strain_energy_j,cohesive_stored_energy_j,contact_energy_j,fracture_dissipation_j,damping_dissipation_j,external_work_j,kinetic_to_internal_ratio,energy_residual_j
32500,0.3742189386795255,0.00041132840801928825,0.041132840801928826,12.58270669647854,0.629135334823927,0.6291397177338557,0.6291309519139983,0.06232841885001157,-12.628076330517517,-0.004343825213456404,0.0,0,0,0.0004355839366083325,0.028676168057275096,1.058906561816533e-05,0.012462051848585582,9.603537668541472e-05,0.0,0.0,0.00010263757178940555,0.01299127899948021,0.0008432068855881692,0.0003199651368016431
33000,0.37997615312074895,0.00041996422968112345,0.041996422968112346,12.845652868940931,0.6422826434470466,0.6422870081027273,0.6422782787913658,0.06385860699331636,-12.893940506657938,-0.004440134775492197,0.0,0,0,0.0004453955689307461,0.02928008722520125,1.058591804922351e-05,0.012990823028593376,0.00010011059036386197,0.0,0.0,0.00010501035950422333,0.01354027649717606,0.0008086450025148576,0.0003337466006653727
33500,0.3857333675619724,0.0004286000513429586,0.04286000513429586,13.108847143862565,0.6554423571931284,0.6554467913388325,0.6554379230474241,0.06542392800932072,-13.159631942935102,-0.004524005969018867,0.0,0,0,0.000455258198744678,0.029883730403531907,1.0581165160053393e-05,0.013530585181464671,0.00010427033947520633,0.0,0.0,0.0001073820501850299,0.014100633286094412,0.0007760379377546945,0.00034781454980945155
34000,0.39149058200319586,0.0004372358730047938,0.04372358730047938,13.372070686030037,0.6686035343015019,0.668607956582128,0.6685991120208757,0.0668099730253988,-13.425158050400425,-0.004618752406318591,0.0,0,0,0.0004646462151918897,0.030486663752164907,1.0581148741964301e-05,0.014081330063857783,0.00010851421965973659,0.0,0.0,0.00010975319977967881,0.014672355995469039,0.0007456846270156067,0.0003621773634298747
34500,0.39724779644441943,0.0004458716946666291,0.04458716946666291,13.635241138203758,0.681762056910188,0.6817664589622855,0.6817576548580905,0.06800293876649155,-13.690816427156461,-0.004713513998581651,0.0,0,0,0.00047346459390788115,0.03108950948154551,1.058451627834657e-05,0.014643054617474586,0.00011284252606746615,0.0,0.0,0.00011212476832502086,0.015255443625196657,0.0007173075398522214,0.00037683719705123783
35000,0.4030050108856429,0.0004545075163284643,0.04545075163284643,13.898254799290957,0.6949127399645478,0.6949171590967181,0.6949083208323775,0.06936511220700549,-13.956560890811808,-0.00480099849349903,0.0,0,0,0.00048278529459795536,0.03169284924677798,1.0586188480839582e-05,0.015215767082382765,0.00011725582760519637,0.0,0.0,0.0001144970341186384,0.015849891165238803,0.0006904175740808238,0.0003917850326513629
35500,0.40876222532686635,0.0004631433379902995,0.04631433379902995,14.161350245660769,0.7080675122830384,0.7080718916805228,0.7080631328855543,0.07093038199561191,-14.222323898462765,-0.004894857981519978,0.0,0,0,0.0004926785530891099,0.03229661316483097,1.0584156263685154e-05,0.015799474099399385,0.0001217541467118165,0.0,0.0,0.00011686918063960643,0.016455696329873863,0.0006647826474235968,0.00040701474685937017
36000,0.4145194397680898,0.0004717791596521347,0.047177915965213466,14.424512011643532,0.7212256005821767,0.7212299603979169,0.7212212407664362,0.07247587911385486,-14.488006582033005,-0.004985569322772782,0.0,0,0,0.0005025103944170354,0.03290016821702922,1.0583197741747493e-05,0.016394167715831943,0.00012633688342919146,0.0,0.0,0.00011924093996397309,0.01707286386671168,0.0006406098359865362,0.0004225351297448207
36500,0.42027665420931326,0.00048041498131396983,0.048041498131396985,14.687644897080618,0.734382244854031,0.734386651595209,0.7343778381128531,0.07380352834221801,-14.753655957661394,-0.0050747284420349014,0.0,0,0,0.0005117213502428559,0.033503208782376774,1.0583083587051014e-05,0.01699983959071507,0.00013100374901613935,0.0,0.0,0.00012161260548319978,0.01770139359512988,0.0006177794856430616,0.0004383545663284201
37000,0.4260338686505367,0.0004890508029758051,0.048905080297580505,14.950775935013903,0.7475387967506951,0.7475432065436203,0.74753438695777,0.07501732943693475,-15.01933276278629,-0.005166247259049482,0.0,0,0,0.0005206266456662983,0.03410611539305854,1.0583813222832028e-05,0.017616494615159586,0.00013575517964913182,0.0,0.0,0.00012398433981174002,0.018341285483694292,0.0005961956002853817,0.000454467535851006
37500,0.4317910830917602,0.0004976866246376402,0.049768662463764025,15.21388035188008,0.7606940175940041,0.7606983812775038,0.7606896539105044,0.07644474365762334,-15.284990967218473,-0.005256803105492003,0.0,0,0,0.0005301069039679248,0.03470936432064409,1.0583920240210179e-05,0.01824414195532621,0.00014059159508509827,0.0,0.0,0.00012635619337708607,0.018992538119361784,0.0005756907061605684,0.0004708644553331823
38000,0.4375482975329837,0.0005063224462994755,0.050632244629947545,15.477030628749752,0.7738515314374876,0.7738559369298798,0.7738471259450955,0.07800660394978869,-15.550716231410696,-0.005348281730056807,0.0,0,0,0.0005399949830083322,0.03531301684027567,1.0584441107191098e-05,0.018882780555123713,0.00014551284213123122,0.0,0.0,0.00012872807835284837,0.019655152619608332,0.0005562475249996949,0.0004875467028933496
38500,0.44330551197420714,0.0005149582679613107,0.05149582679613107,15.740114499772826,0.7870057249886413,0.7870101484744808,0.7870013015028019,0.07948887423157834,-15.816448551862537,-0.005437496399892103,0.0,0,0,0.0005496466844818097,0.03591650988448024,1.0584849265239228e-05,0.019532401643903574,0.0001505184571650013,0.0,0.0,0.0001311001235553884,0.02032912852077273,0.0005377682381926948,0.0005045234468835265
39000,0.4490627264154306,0.0005235940896231459,0.052359408962314585,16.00321455622193,0.8001607278110966,0.8001651151546717,0.8001563404675216,0.08077845651510032,-16.082148839586768,-0.005529843785184978,0.0,0,0,0.0005587518348756782,0.0365195673343268,1.0583424250392341e-05,0.02019300398192944,0.00015560834214269954,0.0,0.0,0.00013347203407859087,0.021014463872978548,0.0005201054539661306,0.000521796090577422
39500,0.45481994085665406,0.000532229911284981,0.0532229911284981,16.26636335361862,0.8133181676809311,0.8133225782461552,0.813313757115707,0.08208181039708223,-16.34777954621717,-0.00561786588796343,0.0,0,0,0.0005679081115568593,0.03712252014238843,1.0582608722272348e-05,0.020864593058949728,0.000160782879527936,0.0,0.0,0.00013584365585604996,0.021711161007189297,0.0005033255411574143,0.0005393588041333122
40000,0.4605771552978775,0.0005408657329468163,0.054086573294681625,16.529532607651785,0.8264766303825892,0.8264810242840586,0.8264722364811198,0.08355112678437404,-16.61342792144058,-0.005713128615184068,0.0,0,0,0.0005775204549143288,0.03772579071274668,1.0583364819005223e-05,0.021547172433846563,0.00016604227479976046,0.0,0.0,0.00013821525830998225,0.02241922106072774,0.00048741584150553566,0.0005572077289524267
40500,0.46633436973910103,0.0005495015546086515,0.05495015546086515,16.79265446795492,0.8396327233977461,0.8396370837821329,0.8396283630133594,0.08505188601377228,-16.879154121729055,-0.005802507927325831,0.0,0,0,0.0005872267184050098,0.03832929261892208,1.0585404281959355e-05,0.022240739810122173,0.00017138632523180342,0.0,0.0,0.00014058721633555777,0.023138643981017525,0.0004723070099655304,0.0005753452250460318
41000,0.4720915841803245,0.0005581373762704868,0.05581373762704868,17.055696174544345,0.8527848087272173,0.8527891999301854,0.8527804175242492,0.08645978461817909,-17.14490651924315,-0.0058952634028497574,0.0,0,0,0.0005966743785745987,0.038932665251750515,1.058517785036729e-05,0.02294529064784291,0.0001768147995872608,0.0,0.0,0.00014295943995115188,0.023869426160922014,0.0004577947226490026,0.000593776095690321
41500,0.477848798621548,0.0005667731979323219,0.05667731979323219,17.318813392924955,0.8659406696462479,0.8659450809169393,0.8659362583755564,0.08779213423071451,-17.41060427454046,-0.00598608421619694,0.0,0,0,0.0006059005414560052,0.0395357766254394,1.0582897782369171e-05,0.023660825287149433,0.00018232771539288938,0.0,0.0,0.00014533131175469593,0.02461156746820345,0.0004438547947597681,0.0006125002561240614
42000,0.48360601306277146,0.0005754090195941571,0.057540901959415705,17.581989341234937,0.8790994670617469,0.8791038546838225,0.8790950794396714,0.0891949085491788,-17.676221644398776,-0.0060736759439275305,0.0,0,0,0.0006153250419484777,0.04013883540414262,1.0582226071631967e-05,0.024387347123736074,0.00018792525761116444,0.0,0.0,0.00014770281020519353,0.025365071541994983,0.00043060463002900153,0.0006315141243709195
42500,0.48936322750399486,0.0005840448412559922,0.05840448412559922,17.845159839622973,0.8922579919811487,0.8922623868440364,0.892253597118261,0.09062769665719765,-17.941873636673396,-0.006168594624305101,0.0,0,0,0.0006248457767611979,0.04074202867036825,1.0583937460214943e-05,0.025124857441914197,0.00019360748954015802,0.0,0.0,0.00015007443420065342,0.02612993943000964,0.00041803235262758787,0.0006508161268944171
43000,0.4951204419452183,0.0005926806629178275,0.059268066291782745,18.108239119230493,0.9054119559615248,0.9054163567122405,0.9054075552108091,0.09205240774077449,-18.207613056806377,-0.00625654593652519,0.0,0,0,0.0006343337255747027,0.04134538303909328,1.0585743796732858e-05,0.02587335399043737,0.00019937430398271955,0.0,0.0,0.00015244652896330996,0.026906169029118333,0.00040600828870672304,0.0006704084619382003
43500,0.5008776563864419,0.0006013164845796628,0.06013164845796628,18.371295465627217,0.9185647732813609,0.9185691650368332,0.9185603815258887,0.09346021402473498,-18.473358789768476,-0.006348048305693305,0.0,0,0,0.000643783425017411,0.04194871311449136,1.0584520619765539e-05,0.026632835249060516,0.0002052256407426401,0.0,0.0,0.00015481870126288596,0.027693757007748003,0.0003943847010119505,0.0006902928960621953
44000,0.5066348708276653,0.000609952306241498,0.0609952306241498,18.63444155125783,0.9317220775628916,0.9317264911031354,0.9317176640226479,0.09486456405705193,-18.7390444516743,-0.006438986492812447,0.0,0,0,0.0006532155612286763,0.04255189734325651,1.0582654275603698e-05,0.02740330266497648,0.00021116152620817498,0.0,0.0,0.0001571904498525016,0.028492705497889608,0.00038322866604748355,0.0007104682025768465
44500,0.5123920852688888,0.0006185881279033331,0.06185881279033331,18.897613540117945,0.9448806770058973,0.9448850860354792,0.9448762679763154,0.09627827199550591,-19.00466031133222,-0.006529808247431143,0.0,0,0,0.000662672600009809,0.043154950015150295,1.0582729287809609e-05,0.028184756949466094,0.0002171819460522603,0.0,0.0,0.00015956198297585933,0.029303017189278264,0.0003726058747869321,0.0007309335814962396
45000,0.5181492997101123,0.0006272239495651685,0.06272239495651685,19.16075528906025,0.9580377644530125,0.9580421352228042,0.9580333936832207,0.09766420094141895,-19.270339570076242,-0.00662142454213826,0.0,0,0,0.0006720542946160256,0.043758082541594405,1.0584480261302487e-05,0.02897719703924886,0.00022328691793496082,0.0,0.0,0.00016193374799908475,0.030124692039072327,0.00036247619309400257,0.0007516898536281159
45500,0.5239065141513357,0.0006358597712270036,0.06358597712270037,19.423823229895557,0.9711911614947779,0.9711955553243121,0.9711867676652438,0.09906976907357713,-19.53607616909654,-0.00671239718842413,0.0,0,0,0.0006814984640548807,0.04436135897487569,1.0585221248479613e-05,0.029780622833750235,0.00022947648959243544,0.0,0.0,0.00016430585222003253,0.030957727399793498,0.000352721966509659,0.0007727370029823148
46000,0.5296637285925592,0.0006444955928888387,0.06444955928888388,19.68692129313264,0.9843460646566321,0.9843504673503448,0.9843416619629192,0.10050420817181795,-19.80180444085919,-0.00680391871384954,0.0,0,0,0.0006910137905050467,0.04496466970217556,1.0583890524510134e-05,0.03059503637049233,0.00023575067813761216,0.0,0.0,0.00016667785954078192,0.03180212200713291,0.0003432896639263856,0.0007940732084376727
46500,0.5354209430337826,0.000653131414550674,0.0653131414550674,19.950070459226765,0.9975035229613383,0.9975079154072815,0.9974991305153951,0.10193519653348715,-20.06746674508268,-0.006893817811911399,0.0,0,0,0.0007005262217160495,0.04556783439327154,1.0583002247038257e-05,0.03142043669392408,0.00024210941481401317,0.0,0.0,0.0001690495774455122,0.03265787829956993,0.0003342435636948857,0.0008156996111392881
47000,0.5411781574750062,0.0006617672362125091,0.06617672362125092,20.21322101064801,1.0106610505324003,1.010665450553562,1.010656650511239,0.1033304617443225,-20.333119903316867,-0.006986242584465593,0.0,0,0,0.0007099312508905136,0.046170892818527355,1.0583418810319145e-05,0.03225682121963558,0.00024855259139516795,0.0,0.0,0.0001714212443749007,0.03352499724295678,0.00032558982006623306,0.0008376187687408124
47500,0.5469353719162297,0.0006704030578743444,0.06704030578743445,20.476338856375026,1.0238169428187514,1.0238213406031296,1.0238125450343731,0.10470053304601329,-20.59881354271051,-0.007076174889854275,0.0,0,0,0.0007192732958420533,0.046773996122779465,1.0584469610665197e-05,0.033104190770535,0.000255080264456472,0.0,0.0,0.00017379310375490603,0.034403478259528705,0.0003172871973000504,0.0008598296511716577
48000,0.5526925863574531,0.0006790388795361795,0.06790388795361796,20.739428786870537,1.0369714393435268,1.0369758296737086,1.036967049013345,0.10611375575646594,-20.86452964482171,-0.0071667535204191,0.0,0,0,0.0007287306344829048,0.04737721389672282,1.0584453528187216e-05,0.03396254845196133,0.00026169259320968103,0.0,0.0,0.00017616510079249153,0.03529331962544492,0.0003092677355274958,0.0008823290259532268
48500,0.5584498007986766,0.0006876747011980147,0.06876747011980147,21.002553303245005,1.0501276651622502,1.0501320706517268,1.0501232596727739,0.10756026985097206,-21.130233354517152,-0.007258734968207555,0.0,0,0,0.0007382868266750746,0.047980468156272875,1.058376842041171e-05,0.03483189443654282,0.0002683895669958569,0.0,0.0,0.00017853698824463814,0.036194521650900195,0.00030152942407373954,0.0009051168906964724
49000,0.5642070152399,0.0006963105228598499,0.069631052285985,21.265686784449073,1.0632843392224538,1.0632887461188691,1.0632799323260385,0.10899597230323531,-21.395909101637923,-0.007347665175240071,0.0,0,0,0.0007478065203361033,0.04858363326817579,1.0583573080945593e-05,0.03571222523064378,0.00027517102235227547,0.0,0.0,0.00018090877135431603,0.03710708549958924,0.00029409110363366395,0.0009281969021579239
49500,0.5699642296811235,0.0007049463445216851,0.07049463445216851,21.5288162967035,1.076440814835175,1.0764452011484469,1.0764364285219032,0.11037042542516763,-21.661588318129173,-0.007440404133863452,0.0,0,0,0.0007571625399409688,0.049186683059388815,1.0583786437483224e-05,0.036603539826447935,0.0002820368769992052,0.0,0.0,0.0001832805597825967,0.03803101111408818,0.0002869356367280037,0.0009515700644209604
50000,0.5757214441223469,0.0007135821661835204,0.07135821661835204,21.791931927196252,1.0895965963598129,1.0896009853498028,1.0895922073698228,0.11174565454615339,-21.927278007561362,-0.007529980795736167,0.0,0,0,0.0007665134072969619,0.04978975293241588,1.0584078554141759e-05,0.03750584107964611,0.00028898724939691375,0.0,0.0,0.00018565241695628603,0.03896629818224618,0.0002800403923520018,0.0009752333576927355
50500,0.5814786585635704,0.0007222179878453556,0.07222179878453555,22.055049279171893,1.1027524639585946,1.1027568671640948,1.1027480607530946,0.11317352759941861,-22.19297201969586,-0.007622525129815769,0.0,0,0,0.0007760166821738017,0.05039292704105492,1.058399355675776e-05,0.038419130863967504,0.0002960222886575588,0.0,0.0,0.00018802429548511057,0.039912946245432554,0.00027338116202286334,0.0009991848037656237
51000,0.5872358730047939,0.0007308538095071907,0.07308538095071908,22.31817617930769,1.1159088089653846,1.1159132035200443,1.1159044144107246,0.11462318456085843,-22.45867405188074,-0.00771262981849836,0.0,0,0,0.0007855783288980465,0.050996147011528124,1.0584022834187805e-05,0.03934340745554745,0.00030314193971585834,0.0,0.0,0.00019039615972752392,0.04087095579739696,0.0002669594957348876,0.001023426219571938
51500,0.5929930874460173,0.0007394896311690259,0.07394896311690259,22.58129049525693,1.1290645247628466,1.1290689242480192,1.129060125277674,0.11603910722923327,-22.724363889639296,-0.007803648156529889,0.0,0,0,0.0007950457751851632,0.05159927332729523,1.0583965558607051e-05,0.04027866854852932,0.0003103460226701599,0.0,0.0,0.00019276803149692088,0.04184032663613752,0.0002607593623649355,0.0010479600678825127
52000,0.5987503018872408,0.0007481254528308611,0.07481254528308612,22.844413522327567,1.1422206761163785,1.1422250754033736,1.1422162768293833,0.1174114247041929,-22.990050608357947,-0.007894801547980527,0.0,0,0,0.0008043916662602782,0.052202309400209444,1.058375871265465e-05,0.04122491467573703,0.00031763451576432276,0.0,0.0,0.00019513986515935617,0.042821058658131794,0.0002547691203028013,0.0010727858427584253
52500,0.6045075163284642,0.0007567612744926963,0.07567612744926963,23.107539270009283,1.1553769635004643,1.1553813576034435,1.155372569397485,0.11880874435905572,-23.255731176642445,-0.007985625988853445,0.0,0,0,0.0008138082380720703,0.05280536984750002,1.0583726485393407e-05,0.04218214780142206,0.0003250075551920895,0.0,0.0,0.00019751167095805332,0.0438131521901813,0.00024898693870716926,0.0010979014361237119
53000,0.6102647307696877,0.0007653970961545314,0.07653970961545314,23.370669975727676,1.168533498786384,1.1685378994294369,1.1685290981433307,0.1202426485571619,-23.521420392996156,-0.008076950632726817,0.0,0,0,0.0008233282030299898,0.05340851155513335,1.0583962394504994e-05,0.04315036869800701,0.0003324652272208917,0.0,0.0,0.00019988349578342683,0.04481660736423646,0.00024340553361137723,0.00112330598083063
53500,0.6160219452109111,0.0007740329178163667,0.07740329178163667,23.633784802353894,1.1816892401176946,1.1816936456294689,1.1816848346059206,0.1216739550971882,-23.787121697654406,-0.00816730714652625,0.0,0,0,0.0008328415247545968,0.05401166891909736,1.0584293043392667e-05,0.04412957581129369,0.0003400074573239451,0.0,0.0,0.00020225539769757591,0.04583142404334944,0.00023801196830333342,0.0011490010839908318
54000,0.6217791596521347,0.0007826687394782018,0.07826687394782018,23.896892645469613,1.1948446322734807,1.194849024716652,1.1948402398303095,0.12307647836039894,-24.052821260703208,-0.008258571727783565,0.0,0,0,0.0008422713643271202,0.0546147611029081,1.0584012822689927e-05,0.04511976781024783,0.00034763411106166473,0.0,0.0,0.00020462730955514324,0.04685760147877335,0.0002327824413853181,0.001174988235086022
54500,0.6275363740933582,0.000791304561140037,0.07913045611400371,24.160019610859766,1.2080009805429883,1.2080053707333673,1.2079965903526095,0.12446894883820019,-24.31850706147294,-0.008348603040879097,0.0,0,0,0.0008516735112528658,0.05521780011259518,1.0583614242636826e-05,0.046120945571490074,0.00035534520322081346,0.0,0.0,0.00020699912876410553,0.04789514010249965,0.00022772071665399943,0.0012012665847820209
55000,0.6332935885345816,0.0007999403828018722,0.07999403828018722,24.42315332502363,1.2211576662511816,1.221162067085234,1.221153265417129,0.12588096997171933,-24.584182597367192,-0.008439951158087879,0.0,0,0,0.0008611312088170966,0.055820845559883744,1.0583649868107861e-05,0.0471331104444621,0.00036314084524351117,0.0,0.0,0.0002093709033543989,0.04894404049335309,0.00022283126732575994,0.0012278346504249749
55500,0.6390508029758051,0.0008085762044637073,0.08085762044637074,24.686280994305513,1.2343140497152758,1.2343184433195633,1.2343096561109885,0.12730204104727913,-24.8498727558189,-0.008531567110214206,0.0,0,0,0.000870615260328269,0.05642393701380167,1.0584124949830402e-05,0.04815626225427279,0.0003710210674888843,0.0,0.0,0.0002117427408863219,0.05000430271885266,0.000218106686081148,0.0012546925312548404
56000,0.6448080174170286,0.0008172120261255428,0.08172120261255428,24.949387142081157,1.247469357104058,1.2474737535944964,1.2474649606136197,0.12872072426666337,-25.11557526542177,-0.008621689420241245,0.0,0,0,0.000880092931808379,0.05702704267467224,1.0584321490185563e-05,0.04919039977111594,0.0003789858005448644,0.0,0.0,0.0002141146711075885,0.05107592607424948,0.00021352537192304238,0.0012818415099909095
56500,0.6505652318582521,0.000825847847787378,0.08258478477873779,25.212500650183518,1.260625032509176,1.2606294352439698,1.2606206297743825,0.13012801132462207,-25.381277423287518,-0.008713602550795547,0.0,0,0,0.0008895377041290184,0.05763011763743899,1.0583895304258797e-05,0.05023552302257455,0.00038703497846148644,0.0,0.0,0.00021648656758225328,0.052158910147028704,0.00020907468374162735,0.0013092816831061574
57000,0.6563224462994756,0.0008344836694492132,0.08344836694492132,25.47563139792973,1.2737815698964867,1.27378596439882,1.2737771753941531,0.1315354586930598,-25.64695852882045,-0.00880381283079981,0.0,0,0,0.0008989843250044834,0.05823314480825311,1.058358925415437e-05,0.05129163278541203,0.00039516861897044526,0.0,0.0,0.00021885836817342455,0.053253255649346715,0.0002047638655631145,0.0013370122875366597
57500,0.662079660740699,0.0008431194911110483,0.08431194911110483,25.738764637632368,1.2869382318816183,1.2869426292718542,1.286933834491382,0.13294683519306158,-25.912635221197604,-0.00889498170829255,0.0,0,0,0.0009084390993590344,0.05883616257465564,1.0583776741294944e-05,0.052358729038702784,0.00040338678229844005,0.0,0.0,0.00022123015470768784,0.054358962997941664,0.00020059424412017645,0.0013650332454914552
58000,0.6678368751819225,0.0008517553127728836,0.08517553127728836,26.001884418055415,1.3000942209027708,1.3000986219528476,1.3000898198526938,0.13435857849129226,-26.178330115289228,-0.008985953463727023,0.0,0,0,0.0009178974273825963,0.05943921440096989,1.0584201221735674e-05,0.053436811213743635,0.0004116894751679836,0.0,0.0,0.00022360202139630703,0.05547603198047871,0.00019655517027078811,0.001393345068949052
58500,0.6735940896231459,0.0008603911344347187,0.08603911344347187,26.264992167085406,1.3132496083542704,1.3132540047669554,1.3132452119415852,0.13577446819454828,-26.44403286611654,-0.009076637505786527,0.0,0,0,0.0009273671615871274,0.060042283947376346,1.0584177052615084e-05,0.054525879645842344,0.00042007665973257084,0.0,0.0,0.00022597394209165883,0.05660446189496785,0.0001926288623270571,0.0014219474702486593
59000,0.6793513040643694,0.0008690269560965539,0.08690269560965538,26.528113326730328,1.3264056663365162,1.3264100588951913,1.3264012737778414,0.13718836772741924,-26.70972778971537,-0.009167784818444295,0.0,0,0,0.0009368324628781853,0.060645327625321904,1.0583819127837977e-05,0.055625934833476276,0.0004285483114694716,0.0,0.0,0.00022834580775583054,0.05774425280750138,0.00018881307139110223,0.0014508400356719672
59500,0.6851085185055928,0.0008776627777583892,0.08776627777583892,26.79124291419917,1.3395621457099585,1.3395665464323439,1.3395577449875733,0.13860241235381418,-26.975409621120868,-0.009258256171294946,0.0,0,0,0.0009462954191335678,0.061248337124459616,1.058370247445243e-05,0.05673697611143495,0.00043710442988443806,0.0,0.0,0.00023071761403739585,0.05889540529308808,0.00018511364545344364,0.0014800234352568345
60000,0.6908657329468163,0.0008862985994202244,0.08862985994202244,27.054370617151434,1.3527185308575718,1.3527229253961586,1.3527141363189847,0.14000975826427675,-27.241093582079372,-0.009349767141932893,0.0,0,0,0.0009557425025964565,0.06185133351028851,1.058391204886915e-05,0.057859002998825515,0.00044574503180310724,0.0,0.0,0.00023308943278046166,0.060057919466538205,0.00018152744684376675,0.0015094980910802525
60500,0.6966229473880398,0.0008949344210820596,0.08949344210820596,27.317487012545207,1.3658743506272604,1.3658787448799212,1.3658699563745997,0.14141802686013474,-27.506789164105296,-0.009440133809586543,0.0,0,0,0.0009651900087261858,0.06245434811184594,1.0584138049963656e-05,0.05899201611911552,0.0004544701327862512,0.0,0.0,0.0002354613098499597,0.06123179503548912,0.0001780448049547261,0.0015392633356874283
61000,0.7023801618292632,0.0009035702427438948,0.09035702427438948,27.58060187102108,1.379030093551054,1.3790344942668245,1.3790256928352835,0.14283406065990062,-27.77248650271283,-0.00953140817853859,0.0,0,0,0.0009746617432881029,0.06305737748234327,1.0584021990062138e-05,0.0601360162036467,0.0004632797216051595,0.0,0.0,0.00023783319986670778,0.062417031623238146,0.00017465585743962005,0.0015693184761295179
61500,0.7081373762704868,0.0009122060644057299,0.09122060644057299,27.843726253784233,1.3921863126892118,1.3921907085381708,1.3921819168402525,0.14425451776703846,-28.038178847418713,-0.009621985867849453,0.0,0,0,0.000984143947181183,0.06366039698977098,1.0583855906818195e-05,0.061291002833604336,0.0004721737831691721,0.0,0.0,0.00024020505008802952,0.06361362950246682,0.0001713619099044827,0.0015996639796984624
62000,0.7138945907117102,0.0009208418860675652,0.09208418860675652,28.10685114068468,1.405342557034234,1.4053469537834857,1.4053381602849822,0.14566813316659322,-28.303864780737253,-0.009713268184616822,0.0,0,0,0.0009936083946980616,0.06426338332453133,1.0583845545345444e-05,0.062456975013203755,0.00048115229998049074,0.0,0.0,0.0002425768806207604,0.06482158888543205,0.00016816270196092002,0.0016303008460816781
62500,0.7196518051529337,0.0009294777077294003,0.09294777077294003,28.369974317784525,1.4184987158892264,1.4185031163499306,1.4184943154285221,0.14707195518619615,-28.569553871614072,-0.009804253148879904,0.0,0,0,0.0010030442861815785,0.0648663532294619,1.0583956197203175e-05,0.06363393296655498,0.0004902152731122791,0.0,0.0,0.00024494872380390433,0.06604090974626539,0.00016505414087755366,0.0016612288265970276
63000,0.7254090195941572,0.0009381135293912356,0.09381135293912356,28.633092547365205,1.4316546273682602,1.4316590243626488,1.4316502303738714,0.1484815427120236,-28.835245342002352,-0.00989489559747151,0.0,0,0,0.0010124978404593115,0.06546933328585157,1.0584012355892052e-05,0.06482187756802037,0.0004993627253959923,0.0,0.0,0.00024732058987558814,0.0672715919137434,0.00016203018051019462,0.0016924470180955664
63500,0.7311662340353806,0.0009467493510530707,0.09467493510530707,28.89621382017397,1.4448106910086986,1.4448150855964863,1.4448062964209107,0.14990137923417243,-29.100940412640238,-0.009986072526103564,0.0,0,0,0.0010219792196088458,0.06607233250553893,1.0583962705360847e-05,0.06602080904588054,0.0005085946618141106,0.0,0.0,0.0002496924538287827,0.06851363533001298,0.00015908699184893988,0.0017239552057842084
64000,0.7369234484766041,0.0009553851727149059,0.09553851727149058,29.15933597297785,1.4579667986488927,1.457971198043586,1.4579623992541988,0.15132175375652251,-29.366632651556515,-0.01007661497030435,0.0,0,0,0.0010314631571791506,0.06667532147417435,1.0583951166161845e-05,0.06723072671322637,0.0005179110627652016,0.0,0.0,0.000252064310338607,0.06976704013892425,0.0001562238225535589,0.0017557541014278921
64500,0.7426806629178275,0.0009640209943767412,0.09640209943767412,29.422457110101906,1.4711228555050953,1.471127250959497,1.471118460050693,0.15273177778799554,-29.63232241465076,-0.010167710720221,0.0,0,0,0.001040916668340296,0.06727827960434182,1.0583926220592431e-05,0.06845163002196031,0.0005273119047820563,0.0,0.0,0.0002544361635053353,0.07103180628662846,0.00015343706245643586,0.0017878442701601688
65000,0.748437877359051,0.0009726568160385764,0.09726568160385764,29.685579144231777,1.4842789572115889,1.4842833520964607,1.484274562326717,0.1541373925457476,-29.898012048478016,-0.010258633653953122,0.0,0,0,0.0010503592241641387,0.0678812234426295,1.05839200221511e-05,0.06968351931820349,0.0005367971868672822,0.0,0.0,0.0002568080124018885,0.07230793380012421,0.00015072447047980494,0.0018202253626294074
65500,0.7541950918002744,0.0009812926377004115,0.09812926377004115,29.948701250162802,1.49743506250814,1.4974394617973332,1.4974306632189474,0.15555185894160778,-30.163702195876553,-0.010349323492094041,0.0,0,0,0.001059825984400045,0.06848417821497822,1.0583932081497915e-05,0.07092639534300817,0.0005463669324293162,0.0,0.0,0.0002591798620836283,0.07359542268222627,0.0001480834340879423,0.001852896612623653
66000,0.7599523062414979,0.0009899284593622468,0.09899284593622468,30.211824030584825,1.5105912015292415,1.5105955986916693,1.5105868043668136,0.15697108150873823,-30.42939515273659,-0.010440535572091233,0.0,0,0,0.0010693069082528212,0.06908714220647387,1.0583991820443408e-05,0.07218025807554074,0.0005560211522275492,0.0,0.0,0.000261551719271527,0.07489427297046687,0.00014551186743138757,0.0018858580316066104
66500,0.7657095206827214,0.0009985642810240818,0.09985642810240818,30.47494288638375,1.5237471443191875,1.5237515395501462,1.5237427490882287,0.15838786827883553,-30.695088750705782,-0.010531169694091683,0.0,0,0,0.0010787807477530198,0.06969009677961292,1.0584015140531392e-05,0.07344510679900115,0.0005657598236809299,0.0,0.0,0.0002639235890285837,0.07620448458329625,0.000143006231699599,0.0019191103564450418
